status,cipher,cross,solver,complete,n_balanced,expected_n_balanced,missing_paper_positions,extra_paper_positions,sum1,unresolved
INCOMPLETE,PRESENT,,,False,0,28,"3,7,11,12,13,14,15,19,23,27,28,29,30,31,35,39,43,44,45,46,47,51,55,59,60,61,62,63",,,
